ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-06-08,163,43,120,697100,262000,435100,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:59.734093
KK Nagar ATM,2016-06-08,72,60,12,324500,291100,33400,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:59.734093
Christ College ATM,2016-06-08,181,93,88,919000,631200,287800,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:59.734093
