ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-03-08,69,35,34,252500,188700,63800,WEDNESDAY,NH,W,WWW,2026-03-23 10:55:00.585714
Christ College ATM,2017-03-08,202,65,137,843000,347600,495400,WEDNESDAY,NH,W,WWW,2026-03-23 10:55:00.585714
