ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Mount Road ATM,2017-02-16,126,39,87,311900,105100,206800,THURSDAY,NH,W,WWW,2026-03-23 10:55:00.125001
Airport ATM,2017-02-16,18,14,4,101600,77300,24300,THURSDAY,NH,W,WWW,2026-03-23 10:55:00.125001
KK Nagar ATM,2017-02-16,46,26,20,263800,139800,124000,THURSDAY,NH,W,WWW,2026-03-23 10:55:00.125001
Christ College ATM,2017-02-16,143,30,113,555000,109300,445700,THURSDAY,NH,W,WWW,2026-03-23 10:55:00.125001
