ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-02-13,129,43,86,458700,220200,238500,SATURDAY,NH,H,WHH,2026-03-23 10:54:58.487540
Mount Road ATM,2016-02-13,88,34,54,398400,251200,147200,SATURDAY,NH,H,WHH,2026-03-23 10:54:58.487540
Airport ATM,2016-02-13,38,25,13,147800,102900,44900,SATURDAY,NH,H,WHH,2026-03-23 10:54:58.487540
KK Nagar ATM,2016-02-13,154,115,39,868900,723000,145900,SATURDAY,NH,H,WHH,2026-03-23 10:54:58.487540
Christ College ATM,2016-02-13,110,47,63,443800,221200,222600,SATURDAY,NH,H,WHH,2026-03-23 10:54:58.487540
