ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-01-08,85,28,57,390700,186400,204300,FRIDAY,NH,W,WWH,2026-03-23 10:54:58.448309
Airport ATM,2016-01-08,12,11,1,53900,53400,500,FRIDAY,NH,W,WWH,2026-03-23 10:54:58.448309
KK Nagar ATM,2016-01-08,206,147,59,1082600,820200,262400,FRIDAY,NH,W,WWH,2026-03-23 10:54:58.448309
Christ College ATM,2016-01-08,118,49,69,541200,307100,234100,FRIDAY,NH,W,WWH,2026-03-23 10:54:58.448309
