ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-03-31,105,33,72,427400,181000,246400,THURSDAY,NH,W,WWW,2026-03-23 10:54:58.859085
Mount Road ATM,2016-03-31,45,24,21,237100,195500,41600,THURSDAY,NH,W,WWW,2026-03-23 10:54:58.859085
Airport ATM,2016-03-31,94,66,28,690000,532300,157700,THURSDAY,NH,W,WWW,2026-03-23 10:54:58.859085
KK Nagar ATM,2016-03-31,3,3,0,1000,1000,0,THURSDAY,NH,W,WWW,2026-03-23 10:54:58.859085
Christ College ATM,2016-03-31,142,84,58,662700,396300,266400,THURSDAY,NH,W,WWW,2026-03-23 10:54:58.859085
