ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-02-17,119,39,80,359100,166600,192500,Tuesday,NH,W,WWW,2026-03-23 10:54:56.903447
Mount Road ATM,2015-02-17,174,97,77,486200,262600,223600,Tuesday,NH,W,WWW,2026-03-23 10:54:56.903447
Airport ATM,2015-02-17,78,63,15,357700,329800,27900,Tuesday,NH,W,WWW,2026-03-23 10:54:56.903447
KK Nagar ATM,2015-02-17,80,63,17,344300,276800,67500,Tuesday,NH,W,WWW,2026-03-23 10:54:56.903447
