ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-05-24,110,34,76,324100,119400,204700,Sunday,NH,H,HHW,2026-03-23 10:54:57.728882
Mount Road ATM,2015-05-24,148,58,90,545400,326400,219000,Sunday,NH,H,HHW,2026-03-23 10:54:57.728882
Airport ATM,2015-05-24,93,75,18,541500,510700,30800,Sunday,NH,H,HHW,2026-03-23 10:54:57.728882
KK Nagar ATM,2015-05-24,48,30,18,108400,62600,45800,Sunday,NH,H,HHW,2026-03-23 10:54:57.728882
Christ College ATM,2015-05-24,137,36,101,490000,141200,348800,Sunday,NH,H,HHW,2026-03-23 10:54:57.728882
