ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-02-20,88,30,58,256400,134100,122300,Friday,NH,W,WWH,2026-03-23 10:54:56.930088
Mount Road ATM,2015-02-20,159,111,48,626000,511300,114700,Friday,NH,W,WWH,2026-03-23 10:54:56.930088
Airport ATM,2015-02-20,107,88,19,431700,382600,49100,Friday,NH,W,WWH,2026-03-23 10:54:56.930088
KK Nagar ATM,2015-02-20,86,69,17,385400,291100,94300,Friday,NH,W,WWH,2026-03-23 10:54:56.930088
Christ College ATM,2015-02-20,99,62,37,434500,336100,98400,Friday,NH,W,WWH,2026-03-23 10:54:56.930088
