ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-05-13,106,31,75,350300,109600,240700,FRIDAY,NH,W,WWH,2026-03-23 10:54:59.245775
Mount Road ATM,2016-05-13,26,21,5,94600,85900,8700,FRIDAY,NH,W,WWH,2026-03-23 10:54:59.245775
Airport ATM,2016-05-13,34,26,8,184600,161100,23500,FRIDAY,NH,W,WWH,2026-03-23 10:54:59.245775
KK Nagar ATM,2016-05-13,52,41,11,262000,197600,64400,FRIDAY,NH,W,WWH,2026-03-23 10:54:59.245775
Christ College ATM,2016-05-13,152,59,93,602200,319600,282600,FRIDAY,NH,W,WWH,2026-03-23 10:54:59.245775
