ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-03-22,109,30,79,328100,120300,207800,Sunday,NH,H,HHW,2026-03-23 10:54:57.164054
Mount Road ATM,2015-03-22,116,49,67,317800,144200,173600,Sunday,NH,H,HHW,2026-03-23 10:54:57.164054
Airport ATM,2015-03-22,84,62,22,376700,315100,61600,Sunday,NH,H,HHW,2026-03-23 10:54:57.164054
KK Nagar ATM,2015-03-22,101,67,34,392500,210100,182400,Sunday,NH,H,HHW,2026-03-23 10:54:57.164054
Christ College ATM,2015-03-22,150,39,111,508600,125100,383500,Sunday,NH,H,HHW,2026-03-23 10:54:57.164054
