ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-03-04,74,15,59,253500,76800,176700,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.557624
Mount Road ATM,2017-03-04,1,1,0,2000,2000,0,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.557624
Airport ATM,2017-03-04,54,30,24,151800,73500,78300,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.557624
KK Nagar ATM,2017-03-04,21,18,3,237800,217300,20500,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.557624
Christ College ATM,2017-03-04,264,97,167,1462500,585200,877300,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.557624
