ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-04-12,128,32,96,454400,185600,268800,WEDNESDAY,NH,W,WWW,2026-03-23 10:55:00.620023
Mount Road ATM,2017-04-12,105,43,62,349600,144100,205500,WEDNESDAY,NH,W,WWW,2026-03-23 10:55:00.620023
Airport ATM,2017-04-12,67,41,26,212100,133200,78900,WEDNESDAY,NH,W,WWW,2026-03-23 10:55:00.620023
KK Nagar ATM,2017-04-12,95,61,34,651900,458300,193600,WEDNESDAY,NH,W,WWW,2026-03-23 10:55:00.620023
Christ College ATM,2017-04-12,239,56,183,1164200,378500,785700,WEDNESDAY,NH,W,WWW,2026-03-23 10:55:00.620023
