ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-04-29,126,43,83,495000,243500,251500,Wednesday,NH,W,WWW,2026-03-23 10:54:57.471855
Mount Road ATM,2015-04-29,165,102,63,734500,551200,183300,Wednesday,NH,W,WWW,2026-03-23 10:54:57.471855
Airport ATM,2015-04-29,105,84,21,603800,544400,59400,Wednesday,NH,W,WWW,2026-03-23 10:54:57.471855
KK Nagar ATM,2015-04-29,111,71,40,650300,489700,160600,Wednesday,NH,W,WWW,2026-03-23 10:54:57.471855
Christ College ATM,2015-04-29,134,64,70,567700,358800,208900,Wednesday,NH,W,WWW,2026-03-23 10:54:57.471855
