ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-05-10,150,48,102,630200,304200,326000,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.187962
Mount Road ATM,2016-05-10,3,2,1,3800,3000,800,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.187962
Airport ATM,2016-05-10,40,25,15,228600,151900,76700,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.187962
KK Nagar ATM,2016-05-10,95,81,14,591500,515600,75900,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.187962
Christ College ATM,2016-05-10,200,54,146,934600,319400,615200,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.187962
