ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-01-23,123,34,89,327900,120100,207800,SATURDAY,NH,H,WHH,2026-03-23 10:54:58.284895
Mount Road ATM,2016-01-23,5,4,1,1800,1300,500,SATURDAY,NH,H,WHH,2026-03-23 10:54:58.284895
Airport ATM,2016-01-23,44,35,9,212600,193900,18700,SATURDAY,NH,H,WHH,2026-03-23 10:54:58.284895
KK Nagar ATM,2016-01-23,104,79,25,604300,489200,115100,SATURDAY,NH,H,WHH,2026-03-23 10:54:58.284895
Christ College ATM,2016-01-23,133,70,63,581200,389900,191300,SATURDAY,NH,H,WHH,2026-03-23 10:54:58.284895
