ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-06-13,124,45,79,431800,242700,189100,MONDAY,NH,W,HWW,2026-03-23 10:54:59.554728
Mount Road ATM,2016-06-13,27,19,8,133000,118500,14500,MONDAY,NH,W,HWW,2026-03-23 10:54:59.554728
Airport ATM,2016-06-13,41,26,15,220200,150500,69700,MONDAY,NH,W,HWW,2026-03-23 10:54:59.554728
KK Nagar ATM,2016-06-13,96,65,31,528900,423200,105700,MONDAY,NH,W,HWW,2026-03-23 10:54:59.554728
Christ College ATM,2016-06-13,144,73,71,663800,368900,294900,MONDAY,NH,W,HWW,2026-03-23 10:54:59.554728
