ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-05-27,95,24,71,426400,203300,223100,SATURDAY,NH,H,WHH,2026-03-23 10:55:01.130225
Mount Road ATM,2017-05-27,48,17,31,221600,148400,73200,SATURDAY,NH,H,WHH,2026-03-23 10:55:01.130225
Airport ATM,2017-05-27,82,56,26,271100,205200,65900,SATURDAY,NH,H,WHH,2026-03-23 10:55:01.130225
KK Nagar ATM,2017-05-27,109,52,57,735400,403100,332300,SATURDAY,NH,H,WHH,2026-03-23 10:55:01.130225
Christ College ATM,2017-05-27,294,81,213,1328900,550300,778600,SATURDAY,NH,H,WHH,2026-03-23 10:55:01.130225
