ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-06-08,119,32,87,420500,104800,315700,Monday,NH,W,HWW,2026-03-23 10:54:58.123882
Mount Road ATM,2015-06-08,137,88,49,596200,411400,184800,Monday,NH,W,HWW,2026-03-23 10:54:58.123882
Airport ATM,2015-06-08,118,86,32,722600,605500,117100,Monday,NH,W,HWW,2026-03-23 10:54:58.123882
KK Nagar ATM,2015-06-08,49,30,19,188800,118500,70300,Monday,NH,W,HWW,2026-03-23 10:54:58.123882
Christ College ATM,2015-06-08,115,48,67,560900,255400,305500,Monday,NH,W,HWW,2026-03-23 10:54:58.123882
