ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-06-11,101,29,72,423300,155100,268200,Thursday,NH,W,WWW,2026-03-23 10:54:57.880723
Mount Road ATM,2015-06-11,134,85,49,702100,470100,232000,Thursday,NH,W,WWW,2026-03-23 10:54:57.880723
Airport ATM,2015-06-11,65,59,6,495900,481400,14500,Thursday,NH,W,WWW,2026-03-23 10:54:57.880723
KK Nagar ATM,2015-06-11,203,127,76,833600,488100,345500,Thursday,NH,W,WWW,2026-03-23 10:54:57.880723
Christ College ATM,2015-06-11,115,52,63,430700,203200,227500,Thursday,NH,W,WWW,2026-03-23 10:54:57.880723
