ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-01-31,97,24,73,269900,81400,188500,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.989933
Mount Road ATM,2017-01-31,28,15,13,114900,81000,33900,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.989933
Airport ATM,2017-01-31,79,38,41,331600,132800,198800,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.989933
KK Nagar ATM,2017-01-31,126,68,58,533900,239200,294700,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.989933
Christ College ATM,2017-01-31,265,54,211,1201600,288400,913200,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.989933
