ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-04-22,75,16,59,283500,94500,189000,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.702117
Mount Road ATM,2017-04-22,87,31,56,449400,286100,163300,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.702117
KK Nagar ATM,2017-04-22,93,50,43,544700,360800,183900,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.702117
Christ College ATM,2017-04-22,206,56,150,813700,247600,566100,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.702117
