ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-04-14,125,26,99,447700,125700,322000,FRIDAY,N,H,WHH,2026-03-23 10:55:00.634120
Mount Road ATM,2017-04-14,123,37,86,494200,216100,278100,FRIDAY,N,H,WHH,2026-03-23 10:55:00.634120
Airport ATM,2017-04-14,17,11,6,47700,39800,7900,FRIDAY,N,H,WHH,2026-03-23 10:55:00.634120
KK Nagar ATM,2017-04-14,97,52,45,605200,321800,283400,FRIDAY,N,H,WHH,2026-03-23 10:55:00.634120
