ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-05-19,129,39,90,413500,125900,287600,THURSDAY,NH,W,WWW,2026-03-23 10:54:59.294788
Mount Road ATM,2016-05-19,2,0,2,1200,0,1200,THURSDAY,NH,W,WWW,2026-03-23 10:54:59.294788
Airport ATM,2016-05-19,13,10,3,83800,71300,12500,THURSDAY,NH,W,WWW,2026-03-23 10:54:59.294788
KK Nagar ATM,2016-05-19,69,46,23,210100,111800,98300,THURSDAY,NH,W,WWW,2026-03-23 10:54:59.294788
Christ College ATM,2016-05-19,124,47,77,652900,323300,329600,THURSDAY,NH,W,WWW,2026-03-23 10:54:59.294788
