ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-06-29,96,28,68,398300,184900,213400,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:59.665451
Mount Road ATM,2016-06-29,1,1,0,2500,2500,0,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:59.665451
Airport ATM,2016-06-29,36,29,7,211200,162000,49200,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:59.665451
KK Nagar ATM,2016-06-29,97,79,18,675500,636200,39300,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:59.665451
Christ College ATM,2016-06-29,129,49,80,649100,346200,302900,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:59.665451
