ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-04-18,152,62,90,643300,360400,282900,MONDAY,NH,W,HWH,2026-03-23 10:54:58.964688
Mount Road ATM,2016-04-18,16,11,5,60000,38200,21800,MONDAY,NH,W,HWH,2026-03-23 10:54:58.964688
Airport ATM,2016-04-18,63,54,9,441700,410400,31300,MONDAY,NH,W,HWH,2026-03-23 10:54:58.964688
KK Nagar ATM,2016-04-18,96,74,22,588400,489100,99300,MONDAY,NH,W,HWH,2026-03-23 10:54:58.964688
Christ College ATM,2016-04-18,99,42,57,351700,175100,176600,MONDAY,NH,W,HWH,2026-03-23 10:54:58.964688
