ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-03-15,80,28,52,334500,219500,115000,WEDNESDAY,NH,W,WWW,2026-03-23 10:55:00.320704
Mount Road ATM,2017-03-15,45,16,29,208600,78500,130100,WEDNESDAY,NH,W,WWW,2026-03-23 10:55:00.320704
Airport ATM,2017-03-15,99,69,30,597700,490400,107300,WEDNESDAY,NH,W,WWW,2026-03-23 10:55:00.320704
Christ College ATM,2017-03-15,249,74,175,1231100,506500,724600,WEDNESDAY,NH,W,WWW,2026-03-23 10:55:00.320704
