ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-01-15,130,44,86,424300,217900,206400,FRIDAY,H,H,WHH,2026-03-23 10:54:58.195595
KK Nagar ATM,2016-01-15,197,131,66,760700,513300,247400,FRIDAY,H,H,WHH,2026-03-23 10:54:58.195595
Christ College ATM,2016-01-15,79,38,41,269100,146400,122700,FRIDAY,H,H,WHH,2026-03-23 10:54:58.195595
