ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-02-24,70,13,57,162000,40500,121500,FRIDAY,NH,W,WWH,2026-03-23 10:55:00.184780
Mount Road ATM,2017-02-24,70,25,45,197200,118300,78900,FRIDAY,NH,W,WWH,2026-03-23 10:55:00.184780
Airport ATM,2017-02-24,27,24,3,181000,168500,12500,FRIDAY,NH,W,WWH,2026-03-23 10:55:00.184780
KK Nagar ATM,2017-02-24,5,3,2,20900,5400,15500,FRIDAY,NH,W,WWH,2026-03-23 10:55:00.184780
Christ College ATM,2017-02-24,134,54,80,631100,317500,313600,FRIDAY,NH,W,WWH,2026-03-23 10:55:00.184780
