ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-04-26,125,52,73,438700,259400,179300,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.049523
Airport ATM,2016-04-26,28,25,3,238400,229900,8500,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.049523
KK Nagar ATM,2016-04-26,198,147,51,1030800,806500,224300,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.049523
Christ College ATM,2016-04-26,102,50,52,470600,335300,135300,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.049523
