ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-06-17,114,24,90,371300,105700,265600,FRIDAY,NH,W,WWH,2026-03-23 10:54:59.581462
Mount Road ATM,2016-06-17,29,12,17,93500,37000,56500,FRIDAY,NH,W,WWH,2026-03-23 10:54:59.581462
Airport ATM,2016-06-17,58,44,14,267300,251000,16300,FRIDAY,NH,W,WWH,2026-03-23 10:54:59.581462
KK Nagar ATM,2016-06-17,109,83,26,895100,778400,116700,FRIDAY,NH,W,WWH,2026-03-23 10:54:59.581462
Christ College ATM,2016-06-17,103,50,53,538400,363000,175400,FRIDAY,NH,W,WWH,2026-03-23 10:54:59.581462
