ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-03-25,79,17,62,255400,117600,137800,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.498866
Mount Road ATM,2017-03-25,76,25,51,245500,130600,114900,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.498866
Airport ATM,2017-03-25,57,37,20,341800,292600,49200,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.498866
KK Nagar ATM,2017-03-25,7,6,1,29100,27600,1500,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.498866
Christ College ATM,2017-03-25,159,67,92,820800,492800,328000,SATURDAY,NH,H,WHH,2026-03-23 10:55:00.498866
