ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-04-20,93,33,60,377000,206000,171000,Monday,NH,W,HWW,2026-03-23 10:54:57.370081
Mount Road ATM,2015-04-20,173,108,65,717400,520900,196500,Monday,NH,W,HWW,2026-03-23 10:54:57.370081
Airport ATM,2015-04-20,81,65,16,624800,579200,45600,Monday,NH,W,HWW,2026-03-23 10:54:57.370081
KK Nagar ATM,2015-04-20,80,60,20,525100,423500,101600,Monday,NH,W,HWW,2026-03-23 10:54:57.370081
Christ College ATM,2015-04-20,119,51,68,539900,249100,290800,Monday,NH,W,HWW,2026-03-23 10:54:57.370081
