ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-03-21,16,5,11,60100,50100,10000,TUESDAY,NH,W,WWW,2026-03-23 10:55:00.445871
Mount Road ATM,2017-03-21,54,22,32,148000,108600,39400,TUESDAY,NH,W,WWW,2026-03-23 10:55:00.445871
Airport ATM,2017-03-21,28,25,3,141300,139600,1700,TUESDAY,NH,W,WWW,2026-03-23 10:55:00.445871
KK Nagar ATM,2017-03-21,43,27,16,310600,265700,44900,TUESDAY,NH,W,WWW,2026-03-23 10:55:00.445871
Christ College ATM,2017-03-21,137,45,92,593400,319300,274100,TUESDAY,NH,W,WWW,2026-03-23 10:55:00.445871
