ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-02-05,4,4,0,50000,50000,0,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.230063
Airport ATM,2017-02-05,28,10,18,97900,27100,70800,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.230063
Christ College ATM,2017-02-05,212,17,195,1243000,102400,1140600,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.230063
