ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-04-16,115,28,87,357700,84600,273100,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.650057
Mount Road ATM,2017-04-16,60,8,52,200400,53600,146800,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.650057
Airport ATM,2017-04-16,70,47,23,410700,321500,89200,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.650057
KK Nagar ATM,2017-04-16,174,96,78,777800,421700,356100,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.650057
Christ College ATM,2017-04-16,246,47,199,1028200,171300,856900,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.650057
