ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-01-14,80,34,46,287400,139000,148400,Wednesday,NH,W,WWH,2026-03-23 10:54:56.681124
Mount Road ATM,2015-01-14,161,100,61,581400,408400,173000,Wednesday,NH,W,WWH,2026-03-23 10:54:56.681124
Airport ATM,2015-01-14,129,103,26,589600,492200,97400,Wednesday,NH,W,WWH,2026-03-23 10:54:56.681124
KK Nagar ATM,2015-01-14,243,155,88,1057100,762200,294900,Wednesday,NH,W,WWH,2026-03-23 10:54:56.681124
Christ College ATM,2015-01-14,141,90,51,678400,551300,127100,Wednesday,NH,W,WWH,2026-03-23 10:54:56.681124
