ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-05-08,134,46,88,420300,147000,273300,Friday,NH,W,WWH,2026-03-23 10:54:57.847494
Mount Road ATM,2015-05-08,205,116,89,893900,623200,270700,Friday,NH,W,WWH,2026-03-23 10:54:57.847494
Airport ATM,2015-05-08,96,78,18,670000,607100,62900,Friday,NH,W,WWH,2026-03-23 10:54:57.847494
KK Nagar ATM,2015-05-08,66,42,24,453200,325500,127700,Friday,NH,W,WWH,2026-03-23 10:54:57.847494
Christ College ATM,2015-05-08,131,60,71,638600,346200,292400,Friday,NH,W,WWH,2026-03-23 10:54:57.847494
