ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-05-18,100,28,72,376700,133400,243300,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:59.286962
Mount Road ATM,2016-05-18,18,11,7,18600,13400,5200,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:59.286962
Airport ATM,2016-05-18,35,27,8,218300,187800,30500,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:59.286962
KK Nagar ATM,2016-05-18,143,112,31,888300,755400,132900,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:59.286962
Christ College ATM,2016-05-18,134,52,82,553800,246600,307200,WEDNESDAY,NH,W,WWW,2026-03-23 10:54:59.286962
