ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-03-20,150,46,104,605700,246500,359200,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.757714
Mount Road ATM,2016-03-20,62,25,37,191500,111800,79700,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.757714
Airport ATM,2016-03-20,82,55,27,221200,182300,38900,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.757714
KK Nagar ATM,2016-03-20,127,88,39,497400,405800,91600,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.757714
Christ College ATM,2016-03-20,107,50,57,308500,155400,153100,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.757714
