ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-03-29,78,25,53,246100,98600,147500,Sunday,NH,H,HHW,2026-03-23 10:54:57.211148
Mount Road ATM,2015-03-29,130,64,66,408300,279100,129200,Sunday,NH,H,HHW,2026-03-23 10:54:57.211148
Airport ATM,2015-03-29,92,69,23,385000,338100,46900,Sunday,NH,H,HHW,2026-03-23 10:54:57.211148
KK Nagar ATM,2015-03-29,95,61,34,360500,243300,117200,Sunday,NH,H,HHW,2026-03-23 10:54:57.211148
Christ College ATM,2015-03-29,102,48,54,321500,180900,140600,Sunday,NH,H,HHW,2026-03-23 10:54:57.211148
