ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-01-25,57,21,36,116300,46500,69800,WEDNESDAY,NH,W,WWH,2026-03-23 10:54:59.916424
Mount Road ATM,2017-01-25,117,26,91,347900,67700,280200,WEDNESDAY,NH,W,WWH,2026-03-23 10:54:59.916424
Airport ATM,2017-01-25,57,28,29,168700,93600,75100,WEDNESDAY,NH,W,WWH,2026-03-23 10:54:59.916424
KK Nagar ATM,2017-01-25,33,24,9,91900,60500,31400,WEDNESDAY,NH,W,WWH,2026-03-23 10:54:59.916424
Christ College ATM,2017-01-25,146,33,113,620700,124600,496100,WEDNESDAY,NH,W,WWH,2026-03-23 10:54:59.916424
