ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-05-21,92,24,68,308800,79600,229200,SUNDAY,NH,H,HHW,2026-03-23 10:55:01.061516
Mount Road ATM,2017-05-21,27,4,23,28400,5200,23200,SUNDAY,NH,H,HHW,2026-03-23 10:55:01.061516
Airport ATM,2017-05-21,63,47,16,195300,160500,34800,SUNDAY,NH,H,HHW,2026-03-23 10:55:01.061516
KK Nagar ATM,2017-05-21,106,72,34,526200,418000,108200,SUNDAY,NH,H,HHW,2026-03-23 10:55:01.061516
Christ College ATM,2017-05-21,253,49,204,974100,230800,743300,SUNDAY,NH,H,HHW,2026-03-23 10:55:01.061516
