ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-02-19,73,15,58,228000,75900,152100,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.145415
Mount Road ATM,2017-02-19,36,5,31,95500,17500,78000,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.145415
Airport ATM,2017-02-19,2,2,0,4500,4500,0,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.145415
KK Nagar ATM,2017-02-19,11,6,5,40600,19100,21500,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.145415
Christ College ATM,2017-02-19,141,26,115,614100,103300,510800,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.145415
