ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-06-26,44,7,37,108700,33300,75400,MONDAY,M,H,HHW,2026-03-23 10:55:01.473990
Mount Road ATM,2017-06-26,52,20,32,211700,185500,26200,MONDAY,M,H,HHW,2026-03-23 10:55:01.473990
KK Nagar ATM,2017-06-26,23,20,3,186200,179200,7000,MONDAY,M,H,HHW,2026-03-23 10:55:01.473990
Christ College ATM,2017-06-26,175,49,126,591800,172200,419600,MONDAY,M,H,HHW,2026-03-23 10:55:01.473990
