ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-03-26,47,12,35,139400,55700,83700,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.505188
Mount Road ATM,2017-03-26,40,8,32,61100,8400,52700,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.505188
Airport ATM,2017-03-26,19,12,7,76700,50400,26300,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.505188
KK Nagar ATM,2017-03-26,37,17,20,97300,29200,68100,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.505188
Christ College ATM,2017-03-26,3,2,1,22000,20000,2000,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.505188
