ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-03-06,79,28,51,249100,96100,153000,MONDAY,NH,W,HWW,2026-03-23 10:55:00.572192
Mount Road ATM,2017-03-06,150,54,96,621800,301700,320100,MONDAY,NH,W,HWW,2026-03-23 10:55:00.572192
Airport ATM,2017-03-06,56,44,12,249100,224400,24700,MONDAY,NH,W,HWW,2026-03-23 10:55:00.572192
Christ College ATM,2017-03-06,225,51,174,936100,264500,671600,MONDAY,NH,W,HWW,2026-03-23 10:55:00.572192
