ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-01-21,48,10,38,124300,35300,89000,SATURDAY,NH,H,WHH,2026-03-23 10:54:59.888336
Mount Road ATM,2017-01-21,103,26,77,351000,92500,258500,SATURDAY,NH,H,WHH,2026-03-23 10:54:59.888336
Airport ATM,2017-01-21,15,11,4,69800,46800,23000,SATURDAY,NH,H,WHH,2026-03-23 10:54:59.888336
KK Nagar ATM,2017-01-21,5,5,0,32000,32000,0,SATURDAY,NH,H,WHH,2026-03-23 10:54:59.888336
Christ College ATM,2017-01-21,124,22,102,471300,89800,381500,SATURDAY,NH,H,WHH,2026-03-23 10:54:59.888336
