ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-05-01,116,27,89,422700,106300,316400,Friday,N,H,WHH,2026-03-23 10:54:57.571372
Mount Road ATM,2015-05-01,131,44,87,572500,276400,296100,Friday,N,H,WHH,2026-03-23 10:54:57.571372
Airport ATM,2015-05-01,104,61,43,469400,261900,207500,Friday,N,H,WHH,2026-03-23 10:54:57.571372
KK Nagar ATM,2015-05-01,82,48,34,436500,285200,151300,Friday,N,H,WHH,2026-03-23 10:54:57.571372
Christ College ATM,2015-05-01,100,36,64,445100,180700,264400,Friday,N,H,WHH,2026-03-23 10:54:57.571372
