ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-06-14,104,43,61,436200,277600,158600,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.561422
Mount Road ATM,2016-06-14,5,4,1,28000,18000,10000,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.561422
Airport ATM,2016-06-14,51,40,11,301600,279100,22500,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.561422
KK Nagar ATM,2016-06-14,41,27,14,277200,232500,44700,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.561422
Christ College ATM,2016-06-14,136,74,62,718800,470600,248200,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.561422
