ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-04-22,121,49,72,490800,293500,197300,Wednesday,NH,W,WWW,2026-03-23 10:54:57.382655
Mount Road ATM,2015-04-22,133,74,59,506300,337700,168600,Wednesday,NH,W,WWW,2026-03-23 10:54:57.382655
Airport ATM,2015-04-22,99,81,18,543600,508600,35000,Wednesday,NH,W,WWW,2026-03-23 10:54:57.382655
KK Nagar ATM,2015-04-22,30,20,10,143400,99900,43500,Wednesday,NH,W,WWW,2026-03-23 10:54:57.382655
Christ College ATM,2015-04-22,130,48,82,483200,188300,294900,Wednesday,NH,W,WWW,2026-03-23 10:54:57.382655
