ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-04-17,117,23,94,350000,80100,269900,MONDAY,NH,W,HWW,2026-03-23 10:55:00.656493
Mount Road ATM,2017-04-17,68,25,43,202800,60800,142000,MONDAY,NH,W,HWW,2026-03-23 10:55:00.656493
Airport ATM,2017-04-17,10,6,4,17600,11700,5900,MONDAY,NH,W,HWW,2026-03-23 10:55:00.656493
KK Nagar ATM,2017-04-17,108,64,44,703200,469200,234000,MONDAY,NH,W,HWW,2026-03-23 10:55:00.656493
Christ College ATM,2017-04-17,226,39,187,1052300,219400,832900,MONDAY,NH,W,HWW,2026-03-23 10:55:00.656493
