ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2017-04-02,103,16,87,361300,88100,273200,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.678570
Mount Road ATM,2017-04-02,72,16,56,225300,116600,108700,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.678570
KK Nagar ATM,2017-04-02,160,115,45,1042300,826900,215400,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.678570
Christ College ATM,2017-04-02,16,1,15,67300,100,67200,SUNDAY,NH,H,HHW,2026-03-23 10:55:00.678570
