ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Airport ATM,2017-01-16,25,15,10,74100,52000,22100,MONDAY,H,H,HHW,2026-03-23 10:54:59.814186
KK Nagar ATM,2017-01-16,56,26,30,117700,69200,48500,MONDAY,H,H,HHW,2026-03-23 10:54:59.814186
