ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-04-07,99,41,58,346000,140300,205700,Tuesday,NH,W,WWW,2026-03-23 10:54:57.538564
Mount Road ATM,2015-04-07,112,66,46,390000,236100,153900,Tuesday,NH,W,WWW,2026-03-23 10:54:57.538564
Airport ATM,2015-04-07,115,80,35,670300,533300,137000,Tuesday,NH,W,WWW,2026-03-23 10:54:57.538564
KK Nagar ATM,2015-04-07,150,115,35,609100,450400,158700,Tuesday,NH,W,WWW,2026-03-23 10:54:57.538564
Christ College ATM,2015-04-07,146,63,83,602300,242600,359700,Tuesday,NH,W,WWW,2026-03-23 10:54:57.538564
