ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-05-17,61,23,38,174300,85500,88800,Sunday,NH,H,HHW,2026-03-23 10:54:57.652353
Mount Road ATM,2015-05-17,163,73,90,455400,270300,185100,Sunday,NH,H,HHW,2026-03-23 10:54:57.652353
Airport ATM,2015-05-17,99,72,27,594500,494300,100200,Sunday,NH,H,HHW,2026-03-23 10:54:57.652353
KK Nagar ATM,2015-05-17,45,36,9,283100,260800,22300,Sunday,NH,H,HHW,2026-03-23 10:54:57.652353
Christ College ATM,2015-05-17,74,36,38,237900,92600,145300,Sunday,NH,H,HHW,2026-03-23 10:54:57.652353
