ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-03-24,131,52,79,457700,243700,214000,Tuesday,NH,W,WWW,2026-03-23 10:54:57.178150
Mount Road ATM,2015-03-24,137,79,58,528300,299400,228900,Tuesday,NH,W,WWW,2026-03-23 10:54:57.178150
Airport ATM,2015-03-24,101,81,20,588400,522900,65500,Tuesday,NH,W,WWW,2026-03-23 10:54:57.178150
KK Nagar ATM,2015-03-24,88,64,24,423100,318300,104800,Tuesday,NH,W,WWW,2026-03-23 10:54:57.178150
Christ College ATM,2015-03-24,132,64,68,448500,258700,189800,Tuesday,NH,W,WWW,2026-03-23 10:54:57.178150
