ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-03-13,152,49,103,493800,228600,265200,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.704559
Mount Road ATM,2016-03-13,111,47,64,281500,178500,103000,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.704559
Airport ATM,2016-03-13,46,31,15,268300,216100,52200,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.704559
KK Nagar ATM,2016-03-13,155,124,31,834400,754800,79600,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.704559
Christ College ATM,2016-03-13,134,53,81,513300,250000,263300,SUNDAY,NH,H,HHW,2026-03-23 10:54:58.704559
