ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-02-11,112,39,73,346000,144400,201600,Wednesday,NH,W,WWW,2026-03-23 10:54:56.862591
Mount Road ATM,2015-02-11,188,117,71,733800,528200,205600,Wednesday,NH,W,WWW,2026-03-23 10:54:56.862591
Airport ATM,2015-02-11,97,79,18,480500,433300,47200,Wednesday,NH,W,WWW,2026-03-23 10:54:56.862591
KK Nagar ATM,2015-02-11,107,74,33,441900,265600,176300,Wednesday,NH,W,WWW,2026-03-23 10:54:56.862591
Christ College ATM,2015-02-11,144,55,89,588900,307800,281100,Wednesday,NH,W,WWW,2026-03-23 10:54:56.862591
