ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-02-16,121,44,77,405100,194900,210200,Monday,NH,W,HWW,2026-03-23 10:54:56.896734
Mount Road ATM,2015-02-16,181,107,74,572500,350500,222000,Monday,NH,W,HWW,2026-03-23 10:54:56.896734
Airport ATM,2015-02-16,80,63,17,436400,352500,83900,Monday,NH,W,HWW,2026-03-23 10:54:56.896734
KK Nagar ATM,2015-02-16,179,143,36,911200,749300,161900,Monday,NH,W,HWW,2026-03-23 10:54:56.896734
Christ College ATM,2015-02-16,111,52,59,602900,415700,187200,Monday,NH,W,HWW,2026-03-23 10:54:56.896734
