ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-01-11,126,41,85,469700,193900,275800,Sunday,NH,H,HHW,2026-03-23 10:54:56.660510
Mount Road ATM,2015-01-11,211,63,148,587600,238600,349000,Sunday,NH,H,HHW,2026-03-23 10:54:56.660510
Airport ATM,2015-01-11,149,113,36,673300,593500,79800,Sunday,NH,H,HHW,2026-03-23 10:54:56.660510
KK Nagar ATM,2015-01-11,99,58,41,361300,186300,175000,Sunday,NH,H,HHW,2026-03-23 10:54:56.660510
Christ College ATM,2015-01-11,158,50,108,492000,162800,329200,Sunday,NH,H,HHW,2026-03-23 10:54:56.660510
