ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-04-14,45,13,32,144600,46700,97900,THURSDAY,N,H,WHW,2026-03-23 10:54:58.937552
KK Nagar ATM,2016-04-14,31,23,8,169500,129500,40000,THURSDAY,N,H,WHW,2026-03-23 10:54:58.937552
Christ College ATM,2016-04-14,147,37,110,348300,92800,255500,THURSDAY,N,H,WHW,2026-03-23 10:54:58.937552
