ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2015-04-16,106,37,69,395000,195700,199300,Thursday,NH,W,WWW,2026-03-23 10:54:57.338645
Mount Road ATM,2015-04-16,137,82,55,545900,388700,157200,Thursday,NH,W,WWW,2026-03-23 10:54:57.338645
Airport ATM,2015-04-16,118,100,18,613200,536400,76800,Thursday,NH,W,WWW,2026-03-23 10:54:57.338645
KK Nagar ATM,2015-04-16,39,30,9,235400,201800,33600,Thursday,NH,W,WWW,2026-03-23 10:54:57.338645
Christ College ATM,2015-04-16,126,66,60,668300,393800,274500,Thursday,NH,W,WWW,2026-03-23 10:54:57.338645
