ATM Name,Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence,Processed_Time
Big Street ATM,2016-05-17,124,57,67,452900,361900,91000,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.280474
Airport ATM,2016-05-17,8,6,2,51700,48700,3000,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.280474
KK Nagar ATM,2016-05-17,130,96,34,603100,488000,115100,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.280474
Christ College ATM,2016-05-17,93,38,55,374800,188300,186500,TUESDAY,NH,W,WWW,2026-03-23 10:54:59.280474
